donation_id,entity_id,fundraiser_id,amount,donation_date,donation_type,occupant_full_name,donor_type,earmarked_fund,center,notes
IND1411-20110816-0001,IND1411,Camp Night Raffle,100.00,2011-08-16,Misc Item Sale,Morgan Cook 1411,Personal,Unrestricted,LCV,
IND1413-20150915-0001,IND1413,Music Class Fundraiser,50.00,2015-09-15,Direct Donation,Corey Young 1413,Personal,Unrestricted,LCV,
IND1416-20150619-0001,IND1416,Music Class Fundraiser,50.00,2015-06-19,Direct Donation,Phoenix Mitchell 1416,Personal,Unrestricted,LCV,
IND1417-20200130-0001,IND1417,Training and Staff Development; CAAEYC 2020,100.00,2020-01-30,Direct Donation,Drew Torres 1417,Personal,Unrestricted,LCV,
IND1418-20200229-0001,IND1418,Training and Staff Development; CAAEYC 2020,20.00,2020-02-29,Direct Donation,Riley Cook 1418,Personal,Unrestricted,LCV,
IND1419-20071022-0001,IND1419,Halloween Party,35.00,2007-10-22,Direct Donation,Jordan Murphy 1419,Personal,Unrestricted,LCV,
IND1420-20061229-0001,IND1420,Letter Campaign 2006,100.00,2006-12-29,Direct Donation,Phoenix Rogers 1420,Personal,Unrestricted,Corporate,
IND1420-20071206-0001,IND1420,Letter Campaign 2007,100.00,2007-12-06,Direct Donation,Phoenix Rogers 1420,Personal,Unrestricted,Corporate,
IND1420-20081222-0001,IND1420,Letter Campaign 2008,100.00,2008-12-22,Direct Donation,Phoenix Rogers 1420,Personal,Unrestricted,Corporate,
IND1422-20170428-0001,IND1422,PGSF Letter Campaign 2017,250.00,2017-04-28,Direct Donation,Aubrey White 1422,Personal,PGSF,Corporate,
IND1423-20111230-0001,IND1423,Letter Campaign 2011,50.00,2011-12-30,Direct Donation,Jesse Lopez 1423,Personal,Unrestricted,Corporate,
IND1424-20081222-0001,IND1424,Letter Campaign 2008,30.00,2008-12-22,Direct Donation,Brooklyn Nguyen 1424,Personal,Unrestricted,Corporate,
IND1425-20200218-0001,IND1425,Training and Staff Development; CAAEYC 2020,40.00,2020-02-18,Direct Donation,Eden Walker 1425,Personal,Unrestricted,JP,
IND1426-20090108-0001,IND1426,Letter Campaign 2008,10.00,2009-01-08,Direct Donation,Riley Lewis 1426,Personal,Unrestricted,Corporate,
IND1429-20200116-0001,IND1429,Training and Staff Development; CAAEYC 2020,100.00,2020-01-16,Direct Donation,Harper Young 1429,Personal,Unrestricted,LCV,
IND1434-20161129-0001,IND1434,Unprompted,10.00,2016-11-29,Direct Donation,Jordan Lewis 1434,Personal,Unrestricted,LCV,
IND1435-20071228-0001,IND1435,Letter Campaign 2007,50.00,2007-12-28,Direct Donation,Blake Scott 1435,Personal,Unrestricted,Corporate,
IND1435-20091228-0001,IND1435,Letter Campaign 2009,50.00,2009-12-28,Direct Donation,Blake Scott 1435,Personal,Unrestricted,Corporate,
IND1436-20141223-0001,IND1436,Letter Campaign 2014,40.00,2014-12-23,Direct Donation,Phoenix Perez 1436,Personal,Unrestricted,Corporate,
IND1438-20061110-0001,IND1438,Unprompted,30.00,2006-11-10,Direct Donation,Morgan Lewis 1438,Personal,Unrestricted,Corporate,
IND1438-20071219-0001,IND1438,Letter Campaign 2007,25.00,2007-12-19,Direct Donation,Morgan Lewis 1438,Personal,Unrestricted,Corporate,
IND1440-20200130-0001,IND1440,Training and Staff Development; CAAEYC 2020,50.00,2020-01-30,Direct Donation,Logan Phillips 1440,Personal,Unrestricted,LCV,
IND1443-20121011-0001,IND1443,Cafe Wednesdays,4.00,2012-10-11,Direct Donation,Spencer Allen 1443,Personal,Unrestricted,LCV,
IND1444-20080728-0001,IND1444,Phoneraiser 2008,100.00,2008-07-28,Direct Donation,Brooklyn Edwards 1444,Personal,Unrestricted,Corporate,
IND1445-20070105-0001,IND1445,Letter Campaign 2006,25.00,2007-01-05,Direct Donation,Casey Parker 1445,Personal,Unrestricted,Corporate,
IND1446-20061222-0001,IND1446,Letter Campaign 2006,75.00,2006-12-22,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20071206-0001,IND1446,Letter Campaign 2007,50.00,2007-12-06,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20081222-0001,IND1446,Letter Campaign 2008,50.00,2008-12-22,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20091229-0001,IND1446,Letter Campaign 2009,75.00,2009-12-29,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20100805-0001,IND1446,T-Shirt Fundraiser,100.00,2010-08-05,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20101214-0001,IND1446,Unprompted,100.00,2010-12-14,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20111229-0001,IND1446,Letter Campaign 2011,50.00,2011-12-29,Direct Donation,Drew Clark 1446,Personal,Unrestricted,Corporate,
IND1446-20150515-0001,IND1446,Music Class Fundraiser,25.00,2015-05-15,Direct Donation,Drew Clark 1446,Personal,Unrestricted,LCV,
IND1449-20200215-0001,IND1449,Training and Staff Development; CAAEYC 2020,100.00,2020-02-15,Direct Donation,Dakota Collins 1449,Personal,Unrestricted,JP,
IND1452-20071211-0001,IND1452,Letter Campaign 2007,100.00,2007-12-11,Direct Donation,Jesse Walker 1452,Personal,Unrestricted,Corporate,
IND1452-20090416-0001,IND1452,Tupperware Fundraiser,200.00,2009-04-16,Direct Donation,Jesse Walker 1452,Personal,Unrestricted,HP,
IND1452-20091228-0001,IND1452,Letter Campaign 2009,50.00,2009-12-28,Direct Donation,Jesse Walker 1452,Personal,Unrestricted,Corporate,
IND1452-20110119-0001,IND1452,Letter Campaign 2010,50.00,2011-01-19,Direct Donation,Jesse Walker 1452,Personal,Unrestricted,Corporate,
IND1453-20200213-0001,IND1453,Training and Staff Development; CAAEYC 2020,200.00,2020-02-13,Direct Donation,Cameron Scott 1453,Personal,Unrestricted,JP,
IND1454-20071101-0001,IND1454,Unprompted,25.00,2007-11-01,Direct Donation,Alex Perez 1454,Personal,Unrestricted,,
IND1455-20111227-0001,IND1455,Letter Campaign 2011,100.00,2011-12-27,Direct Donation,Charlie Johnson 1455,Personal,Unrestricted,Corporate,
IND1456-20200215-0001,IND1456,Training and Staff Development; CAAEYC 2020,65.00,2020-02-15,Direct Donation,Harper Young 1456,Personal,Unrestricted,JP,
IND1457-20070330-0001,IND1457,Letter Campaign 2006,50.00,2007-03-30,Direct Donation,Brooklyn Harris 1457,Personal,Unrestricted,Corporate,
IND1458-20200201-0001,IND1458,Training and Staff Development; CAAEYC 2020,100.00,2020-02-01,Direct Donation,Casey Scott 1458,Personal,Unrestricted,JP,
IND1459-20161223-0001,IND1459,Pat Griffith Scholarship Fund Creation,50.00,2016-12-23,Direct Donation,Dakota Johnson 1459,Personal,PGSF,Corporate,
IND1460-20080409-0001,IND1460,Silent Auction 2008,200.00,2008-04-09,Direct Donation,Kendall Adams 1460,Personal,Unrestricted,JP,
IND1460-20090717-0001,IND1460,Music Class Fundraiser,200.00,2009-07-17,Direct Donation,Kendall Adams 1460,Personal,Unrestricted,JP,
IND1461-20071228-0001,IND1461,Letter Campaign 2007,50.00,2007-12-28,Direct Donation,Morgan Martin 1461,Personal,Unrestricted,Corporate,
IND1462-20161018-0001,IND1462,Music Class Fundraiser,100.00,2016-10-18,Direct Donation,Sam Clark 1462,Personal,Unrestricted,LCV,
IND1462-20191219-0001,IND1462,Unprompted,50.00,2019-12-19,Direct Donation,Sam Clark 1462,Personal,Unrestricted,LCV,
IND1463-20161129-0001,IND1463,Unprompted,25.00,2016-11-29,Direct Donation,Jesse Brown 1463,Personal,Unrestricted,LCV,
IND1464-20081231-0001,IND1464,Letter Campaign 2008,100.00,2008-12-31,Direct Donation,Emerson Walker 1464,Personal,Unrestricted,Corporate,
IND1464-20100222-0001,IND1464,Letter Campaign 2009,50.00,2010-02-22,Direct Donation,Emerson Walker 1464,Personal,Unrestricted,Corporate,
IND1464-20111227-0001,IND1464,Letter Campaign 2011,100.00,2011-12-27,Direct Donation,Emerson Walker 1464,Personal,Unrestricted,Corporate,
IND1467-20061222-0001,IND1467,Letter Campaign 2006,25.00,2006-12-22,Direct Donation,Sam Edwards 1467,Personal,Unrestricted,Corporate,
IND1468-20130723-0001,IND1468,Unprompted,100.00,2013-07-23,Direct Donation,Avery Martin 1468,Personal,Unrestricted,Corporate,
IND1468-20140601-0001,IND1468,Unprompted,115.00,2014-06-01,Direct Donation,Avery Martin 1468,Personal,Unrestricted,Corporate,
IND1468-20190125-0001,IND1468,In Pat's Memory,100.00,2019-01-25,Direct Donation,Avery Martin 1468,Personal,PGSF,Corporate,
IND1469-20170208-0001,IND1469,Cafe Wednesdays,200.00,2017-02-08,Direct Donation,Payton Carter 1469,Personal,Unrestricted,LCV,
IND1469-20171223-0001,IND1469,PGSF Letter Campaign 2017,100.00,2017-12-23,Direct Donation,Payton Carter 1469,Personal,PGSF,Corporate,
IND1470-20190125-0001,IND1470,In Pat's Memory,100.00,2019-01-25,Direct Donation,Corey Taylor 1470,Personal,PGSF,Corporate,
IND1474-20131226-0001,IND1474,Letter Campaign 2013,50.00,2013-12-26,Direct Donation,Riley Brown 1474,Personal,Unrestricted,Corporate,
IND1475-20071031-0001,IND1475,Halloween Party,20.00,2007-10-31,Direct Donation,Avery Brown 1475,Personal,Unrestricted,LCV,
IND1476-20080728-0001,IND1476,Phoneraiser 2008,50.00,2008-07-28,Direct Donation,Charlie Martin 1476,Personal,Unrestricted,Corporate,
IND1477-20201231-0001,IND1477,Unprompted,100.00,2020-12-31,Direct Donation,Blake Torres 1477,Personal,Unrestricted,Corporate,
IND1479-20071025-0001,IND1479,Halloween Party,30.00,2007-10-25,Direct Donation,Aubrey Smith 1479,Personal,Unrestricted,LCV,
IND1480-20080107-0001,IND1480,Letter Campaign 2007,75.00,2008-01-07,Direct Donation,Jesse Mitchell 1480,Personal,Unrestricted,Corporate,
IND1481-20200131-0001,IND1481,Training and Staff Development; CAAEYC 2020,50.00,2020-01-31,Direct Donation,Brooklyn Taylor 1481,Personal,Unrestricted,JP,
IND1482-20061222-0001,IND1482,Letter Campaign 2006,25.00,2006-12-22,Direct Donation,Sawyer Parker 1482,Personal,Unrestricted,Corporate,
IND1482-20071213-0001,IND1482,Letter Campaign 2007,25.00,2007-12-13,Direct Donation,Sawyer Parker 1482,Personal,Unrestricted,Corporate,
IND1482-20090112-0001,IND1482,Letter Campaign 2008,25.00,2009-01-12,Direct Donation,Sawyer Parker 1482,Personal,Unrestricted,Corporate,
IND1482-20091228-0001,IND1482,Letter Campaign 2009,25.00,2009-12-28,Direct Donation,Sawyer Parker 1482,Personal,Unrestricted,Corporate,
IND1483-20200127-0001,IND1483,Training and Staff Development; CAAEYC 2020,500.00,2020-01-27,Direct Donation,Cameron Murphy 1483,Personal,Unrestricted,HP,
IND1483-20200228-0001,IND1483,Training and Staff Development; CAAEYC 2020,80.00,2020-02-28,Direct Donation,Cameron Murphy 1483,Personal,Unrestricted,HP,
IND1484-20081231-0001,IND1484,Letter Campaign 2008,100.00,2008-12-31,Direct Donation,Phoenix Allen 1484,Personal,Unrestricted,Corporate,
IND1486-20200226-0001,IND1486,Training and Staff Development; CAAEYC 2020,250.00,2020-02-26,Direct Donation,Milan Parker 1486,Personal,Unrestricted,JP,
IND1487-20161201-0001,IND1487,Pat Griffith Scholarship Fund Creation,100.00,2016-12-01,Direct Donation,Sam King 1487,Personal,PGSF,Corporate,
IND1488-20111231-0001,IND1488,Letter Campaign 2011,25.00,2011-12-31,Direct Donation,Reese Mitchell 1488,Personal,Unrestricted,Corporate,
IND1489-20071228-0001,IND1489,Letter Campaign 2007,50.00,2007-12-28,Direct Donation,Robin Rogers 1489,Personal,Unrestricted,Corporate,
IND1490-20101115-0001,IND1490,Unprompted,50.00,2010-11-15,Direct Donation,Hunter Nguyen 1490,Personal,Unrestricted,JP,
IND1490-20120918-0001,IND1490,Unprompted,100.00,2012-09-18,Direct Donation,Hunter Nguyen 1490,Personal,Unrestricted,Corporate,
IND1491-20070105-0001,IND1491,Letter Campaign 2006,50.00,2007-01-05,Direct Donation,Reese Martin 1491,Personal,Unrestricted,Corporate,
IND1491-20080107-0001,IND1491,Letter Campaign 2007,100.00,2008-01-07,Direct Donation,Reese Martin 1491,Personal,Unrestricted,Corporate,
IND1492-20071228-0001,IND1492,Letter Campaign 2007,50.00,2007-12-28,Direct Donation,Eden Taylor 1492,Personal,Unrestricted,Corporate,
IND1492-20091223-0001,IND1492,Letter Campaign 2009,100.00,2009-12-23,Direct Donation,Eden Taylor 1492,Personal,Unrestricted,Corporate,
IND1493-20200123-0001,IND1493,Training and Staff Development; CAAEYC 2020,100.00,2020-01-23,Direct Donation,Frankie Taylor 1493,Personal,Unrestricted,JP,
IND1494-20081222-0001,IND1494,Letter Campaign 2008,40.00,2008-12-22,Direct Donation,Parker Smith 1494,Personal,Unrestricted,Corporate,
IND1496-20080211-0001,IND1496,Letter Campaign 2007,50.00,2008-02-11,Direct Donation,Payton Collins 1496,Personal,Unrestricted,Corporate,
IND1497-20200213-0001,IND1497,Training and Staff Development; CAAEYC 2020,20.00,2020-02-13,Direct Donation,Hunter Thompson 1497,Personal,Unrestricted,JP,
IND1498-20061207-0001,IND1498,Letter Campaign 2006,100.00,2006-12-07,Direct Donation,Spencer Collins 1498,Personal,Unrestricted,Corporate,
IND1499-20200121-0001,IND1499,Training and Staff Development; CAAEYC 2020,500.00,2020-01-21,Direct Donation,Sawyer Rivera 1499,Personal,Unrestricted,JP,
IND1500-20181226-0001,IND1500,In Pat's Memory,100.00,2018-12-26,Direct Donation,Blake Perez 1500,Personal,PGSF,Corporate,
IND1501-20140107-0001,IND1501,Letter Campaign 2013,50.00,2014-01-07,Direct Donation,Reese Edwards 1501,Personal,Unrestricted,Corporate,
IND1502-20170125-0001,IND1502,Pat Griffith Scholarship Fund Creation,100.00,2017-01-25,Direct Donation,Frankie Torres 1502,Personal,PGSF,Corporate,
IND1502-20171210-0001,IND1502,PGSF Letter Campaign 2017,20.00,2017-12-10,Direct Donation,Frankie Torres 1502,Personal,PGSF,Corporate,
IND1502-20200116-0001,IND1502,Training and Staff Development; CAAEYC 2020,16.67,2020-01-16,Shirt Sale,Frankie Torres 1502,Personal,Unrestricted,HP,
IND1502-20200116-0002,IND1502,Training and Staff Development; CAAEYC 2020,16.67,2020-01-16,Shirt Sale,Frankie Torres 1502,Personal,Unrestricted,JP,
IND1502-20200116-0003,IND1502,Training and Staff Development; CAAEYC 2020,16.66,2020-01-16,Shirt Sale,Frankie Torres 1502,Personal,Unrestricted,LCV,
IND1502-20200212-0001,IND1502,Training and Staff Development; CAAEYC 2020,20.00,2020-02-12,Direct Donation,Frankie Torres 1502,Personal,Unrestricted,JP,
IND1502-20200213-0001,IND1502,Training and Staff Development; CAAEYC 2020,20.00,2020-02-13,Direct Donation,Frankie Torres 1502,Personal,Unrestricted,HP,
IND1502-20200213-0002,IND1502,Training and Staff Development; CAAEYC 2020,25.00,2020-02-13,Direct Donation,Frankie Torres 1502,Personal,Unrestricted,LCV,
IND1505-20081006-0001,IND1505,Furniture Sale,300.00,2008-10-06,Misc Item Sale,Logan Lewis 1505,Personal,Unrestricted,LCV,
IND1505-20081006-0002,IND1505,Furniture Sale,350.00,2008-10-06,Misc Item Sale,Logan Lewis 1505,Personal,Unrestricted,LCV,
IND1506-20061226-0001,IND1506,Letter Campaign 2006,25.00,2006-12-26,Direct Donation,Spencer Scott 1506,Personal,Unrestricted,Corporate,
IND1577-20200226-0001,IND1577,Training and Staff Development; CAAEYC 2020,100.00,2020-02-26,Direct Donation,Avery Roberts 1577,Personal,Unrestricted,JP,
MISC-20050706-0001,,Unprompted,15.00,2005-07-06,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20050713-0001,,Teacher Appreciation,575.00,2005-07-13,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20050720-0001,,Unprompted,65.00,2005-07-20,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20050831-0001,,Parents' Night Out 2005,285.00,2005-08-31,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20050908-0001,,Unprompted,100.00,2005-09-08,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20051011-0001,,Unprompted,778.00,2005-10-11,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051014-0001,,T-Shirt Fundraiser,60.00,2005-10-14,Shirt Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20051117-0001,,Unprompted,176.67,2005-11-17,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051117-0002,,Unprompted,2000.00,2005-11-17,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051118-0001,,Unprompted,134.00,2005-11-18,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051118-0002,,Unprompted,235.52,2005-11-18,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051118-0003,,Unprompted,354.83,2005-11-18,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051207-0001,,Unprompted,500.00,2005-12-07,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051207-0002,,Unprompted,2000.00,2005-12-07,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051214-0001,,Unprompted,1207.08,2005-12-14,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20051223-0001,,Teacher Appreciation,50.00,2005-12-23,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060106-0001,,Unprompted,75.00,2006-01-06,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060120-0001,,Unprompted,100.00,2006-01-20,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20060309-0001,,Unprompted,194.30,2006-03-09,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060309-0002,,Unprompted,286.00,2006-03-09,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060323-0001,,Unprompted,800.00,2006-03-23,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060323-0002,,Unprompted,988.35,2006-03-23,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060323-0003,,Unprompted,2500.00,2006-03-23,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060331-0001,,Unprompted,14.69,2006-03-31,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060331-0002,,Unprompted,2100.00,2006-03-31,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060425-0001,,Lummis Day Booth 2006,10.00,2006-04-25,Book Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060425-0002,,Lummis Day Booth 2006,15.00,2006-04-25,Book Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060425-0003,,Lummis Day Booth 2006,20.00,2006-04-25,Book Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060425-0004,,Unprompted,300.00,2006-04-25,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060427-0001,,Unprompted,250.00,2006-04-27,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060427-0002,,Unprompted,2100.00,2006-04-27,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060517-0001,,Phoneraiser 2006,12.00,2006-05-17,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060517-0002,,Teacher Appreciation,235.00,2006-05-17,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060524-0001,,Lummis Day Booth 2006,10.00,2006-05-24,Book Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060524-0002,,Lummis Day Booth 2006,20.00,2006-05-24,Book Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060524-0003,,Teacher Appreciation,50.00,2006-05-24,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20060710-0001,,Book Fair 2006,803.39,2006-07-10,Book Sale,Misc. Parent,Personal,Unrestricted,All Centers,
MISC-20060710-0002,,Unprompted,500.00,2006-07-10,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20060913-0001,,Unprompted,652.66,2006-09-13,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20061019-0001,,Phoneraiser 2006,37.50,2006-10-19,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20061019-0002,,Unprompted,3193.50,2006-10-19,Direct Donation,Misc. Parent,Personal,Unrestricted,JP,
MISC-20061102-0001,,Unprompted,1537.50,2006-11-02,Direct Donation,Misc. Parent,Personal,Unrestricted,JP,
MISC-20070105-0001,,Phoneraiser 2007,12.65,2007-01-05,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20070119-0001,,Rummage Sale 2007,930.81,2007-01-19,Misc Item Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20070309-0001,,Phoneraiser 2007,12.00,2007-03-09,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20070821-0001,,Phoneraiser 2007,22.00,2007-08-21,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20070920-0001,,Phoneraiser 2007,19.26,2007-09-20,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20071031-0001,,Halloween Party,335.00,2007-10-31,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20071127-0001,,Letter Campaign 2007,5.00,2007-11-27,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20071219-0001,,Parents' Night Out 2007,545.00,2007-12-19,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20071228-0001,,Letter Campaign 2007,35.00,2007-12-28,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20071228-0002,,Letter Campaign 2007,45.00,2007-12-28,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20080212-0001,,Letter Campaign 2007,500.00,2008-02-12,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20080321-0001,,Unprompted,10.00,2008-03-21,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20080409-0001,,Silent Auction 2008,228.00,2008-04-09,Misc Item Sale,Misc. Parent,Personal,Unrestricted,JP,
MISC-20080409-0002,,Silent Auction 2008,848.00,2008-04-09,Direct Donation,Misc. Parent,Personal,Unrestricted,JP,
MISC-20080625-0001,,Pool Party 2008,1449.00,2008-06-25,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20080630-0001,,Pool Party 2008,50.00,2008-06-30,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20080718-0001,,Tote Bag Sale,8.00,2008-07-18,Misc Item Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20080728-0001,,Phoneraiser 2008,10.35,2008-07-28,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20080728-0002,,Phoneraiser 2008,8.00,2008-07-28,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20081104-0001,,Halloween Party,673.47,2008-11-04,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20081104-0002,,Phoneraiser 2008,7.10,2008-11-04,Direct Donation,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20081119-0001,,Phoneraiser 2008,475.00,2008-11-19,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20081119-0002,,Phoneraiser 2008,50.00,2008-11-19,Direct Donation,Misc. Parent,Personal,Unrestricted,,
MISC-20090123-0001,,Letter Campaign 2008,26.00,2009-01-23,Direct Donation,Misc. Parent,Personal,Unrestricted,HP,
MISC-20090209-0001,,Friendship Party,21.00,2009-02-09,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090313-0001,,Rummage Sale 2009,709.00,2009-03-13,Misc Item Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090323-0001,,Breakfast to Go Fundraiser,161.55,2009-03-23,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090323-0002,,Rummage Sale 2009,38.00,2009-03-23,Misc Item Sale,Misc. Parent,Personal,Unrestricted,Corporate,
MISC-20090323-0003,,Rummage Sale 2009,40.00,2009-03-23,Misc Item Sale,Misc. Parent,Personal,Unrestricted,JP,
MISC-20090403-0001,,Bunny Fundraiser,82.00,2009-04-03,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090403-0002,,Handprints Fundraiser,150.00,2009-04-03,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090403-0003,,Handprints Fundraiser,30.00,2009-04-03,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090416-0001,,Handprints Fundraiser,187.00,2009-04-16,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090416-0002,,Tupperware Fundraiser,408.40,2009-04-16,Direct Donation,Misc. Parent,Personal,Unrestricted,HP,
MISC-20090421-0001,,Breakfast to Go Fundraiser,188.00,2009-04-21,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090421-0002,,Bunny Fundraiser,21.00,2009-04-21,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090421-0003,,Handprints Fundraiser,142.00,2009-04-21,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090501-0001,,Handprints Fundraiser,10.00,2009-05-01,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090601-0001,,Breakfast to Go Fundraiser,150.50,2009-06-01,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090601-0002,,T-Shirt Fundraiser,185.00,2009-06-01,Shirt Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090602-0001,,T-Shirt Fundraiser,25.00,2009-06-02,Shirt Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090604-0001,,Art Sale 2009,1066.00,2009-06-04,Misc Item Sale,Misc. Parent,Personal,Unrestricted,HP,
MISC-20090617-0001,,Breakfast to Go Fundraiser,125.75,2009-06-17,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090626-0001,,Pool Party 2009,1085.97,2009-06-26,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090630-0001,,Silent Auction 2009,17.00,2009-06-30,Direct Donation,Misc. Parent,Personal,Unrestricted,HP,
MISC-20090708-0001,,Breakfast to Go Fundraiser,6.00,2009-07-08,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090708-0002,,Breakfast to Go Fundraiser,173.00,2009-07-08,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090903-0001,,Cafe Wednesdays,99.00,2009-09-03,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20090903-0002,,T-Shirt Fundraiser,58.00,2009-09-03,Shirt Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20091006-0001,,Cafe Wednesdays,131.50,2009-10-06,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20091006-0002,,Pictures Fundraiser,30.00,2009-10-06,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20091006-0003,,T-Shirt Fundraiser,50.00,2009-10-06,Shirt Sale,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20091016-0001,,Pictures Fundraiser,12.00,2009-10-16,Direct Donation,Misc. Parent,Personal,Unrestricted,LCV,
MISC-20091016-0002,,Ticket Fundraiser,1260.00,2009-10-16,Misc Item Sale,Misc. Parent,Personal,Unrestricted,JP,
